spec,epskappa_ols,se_ols,epskappa_ppml
own_simple,0.029419544628208914,0.004537946526869791,0.032514723647871877
own_empweighted,0.03217477510842143,0.00527838551629492,0.03447844143431755
arsw_minutes,0.06974174094900368,0.00557590615406047,0.07970151518953197
