county_id,rental_price_index,rental_price_index_demeaned
01001,0.3879452120162318,0.02993626291947593
01002,0.4717420755131378,0.11373312641638195
01003,0.5222053917346998,0.16419644263794397
01004,0.3038655806386393,-0.05414336845811657
01051,0.2838713645683587,-0.07413758452839714
01053,0.4441690864011412,0.08616013730438538
01054,0.2831100721254929,-0.07489887697126296
01055,0.5529155189450219,0.19490656984826604
01056,0.5371640590834662,0.17915510998671036
01057,0.4548312551590713,0.09682230606231546
01058,0.3561420608270801,-0.0018668882696757372
01059,0.3105681776449406,-0.047440771451815245
01060,0.5059804143541135,0.1479714652573576
01061,0.2231281919029555,-0.13488075719380035
01062,0.6225013854620647,0.26449243636530884
02000,0.7780595491037338,0.4200506000069779
03101,0.4103456440536252,0.05233669495686938
03102,0.0881474640873025,-0.26986148500945334
03103,0.3893266393264316,0.03131769022967573
03151,0.3628568889924125,0.004847939895656628
03153,0.0964828619158391,-0.26152608718091674
03154,0.1652805914993545,-0.19272835759740134
03155,0.0603683780589747,-0.29764057103778113
03157,0.2933315072937252,-0.06467744180303064
03158,0.3227340063823206,-0.035274942714435265
03159,0.4423913763592639,0.08438242726250805
03241,0.470116864292226,0.11210791519547014
03251,0.3402945449926108,-0.017714404104145043
03252,0.1781396715865855,-0.17986927751017034
03254,0.2629945228546986,-0.09501442624205725
03255,0.0164670665598192,-0.3415418825369366
03256,0.1858595866258279,-0.17214936247092794
03257,0.2285892423354063,-0.12941970676134953
03351,0.2919962071580763,-0.06601274193867956
03352,0.2940866538570487,-0.06392229523970716
03353,0.5354273126543608,0.17741836355760499
03354,0.17963197165864808,-0.17837697743810776
03355,0.5626165431467122,0.20460759404995632
03356,0.3543999102882288,-0.003609038808527032
03357,0.2960624686254806,-0.06194648047127527
03358,0.2581880065477577,-0.09982094254899815
03359,0.4610781076159047,0.10306915851914883
03360,0.2692732664769183,-0.08873568261983755
03361,0.3982450132281063,0.040236064131350446
03401,0.2959218867045577,-0.062087062392198133
03402,0.24755305537426,-0.11045589372249584
03403,0.4331331135620075,0.07512416446525166
03404,0.4229529362299594,0.06494398713320354
03405,0.1103657146532805,-0.24764323444347536
03451,0.3459948699610133,-0.01201407913574254
03452,0.2773291862456764,-0.08067976285107947
03453,0.1971144864728998,-0.16089446262385604
03454,0.2693191173281928,-0.08868983176856304
03455,0.2559777802131162,-0.10203116888363967
03456,0.2739083700625069,-0.08410057903424895
03457,0.3217054854021929,-0.03630346369456294
03458,0.3566180451684541,-0.0013909039283017677
03459,0.337379662908425,-0.02062928618833082
03460,0.3565827809576737,-0.0014261681390821401
03461,0.0633653515496849,-0.2946435975470709
03462,0.19237695464806656,-0.16563199444868928
04011,0.462019031652605,0.10401008255584915
04012,0.0783037734693604,-0.27970517562739544
05111,0.6871188337567957,0.3291098846600399
05112,0.1987261311430083,-0.15928281795374755
05113,0.3058792923888043,-0.052129656707951555
05114,0.3255511260543267,-0.03245782304242917
05116,0.3053072677290022,-0.05270168136775366
05117,0.3001759672398876,-0.05783298185686825
05119,0.1894513370065484,-0.16855761209020745
05120,0.1497164728569907,-0.20829247623976516
05122,0.3222848231581595,-0.03572412593859636
05124,0.2330497150590958,-0.12495923403766004
05154,0.23813257528112,-0.11987637381563584
05158,0.4722905512836658,0.11428160218690997
05162,0.4659134387452422,0.10790448964848637
05166,0.3312078213903401,-0.02680112770641574
05170,0.2772849000122315,-0.08072404908452435
05314,0.6487394778468262,0.2907305287500703
05315,0.7602781308676809,0.4022691817709251
05316,0.4664242697750607,0.10841532067830484
05334,0.4491510975439575,0.09114214844720164
05358,0.2923829787440694,-0.06562597035268647
05362,0.5056603226741715,0.14765137357741565
05366,0.3275697474286464,-0.030439201668109428
05370,0.2291731667152611,-0.12883578238149473
05374,0.2153433902304995,-0.14266555886625634
05378,0.4768211308645881,0.11881218176783226
05382,0.4595827212776355,0.10157377218087965
05512,0.2274893709326562,-0.13051957816409965
05513,0.0861055228349426,-0.27190342626181324
05515,0.6397616907422848,0.281752741645529
05554,0.2622160763156994,-0.09579287278105647
05558,0.2636787992990489,-0.09433014979770693
05562,0.1827692740472534,-0.17523967504950244
05566,0.2779953774325601,-0.08001357166419576
05570,0.2566871784618592,-0.10132177063489667
05711,0.3534023582792153,-0.004606590817540557
05754,0.2933508563650133,-0.06465809273174256
05758,0.2016344155779497,-0.15637453351880615
05762,0.0965192409505424,-0.2614897081462134
05766,0.2066860451410319,-0.15132290395572395
05770,0.2456494265253113,-0.11235952257144455
05774,0.3470254193432596,-0.010983529753496257
05911,0.27422606177819,-0.08378288731856587
05913,0.3474625839357063,-0.010546365161049565
05914,0.0780622132847778,-0.27994673581197804
05915,0.1861259548445018,-0.17188299425225403
05916,0.154058742183084,-0.20395020691367186
05954,0.2130706428597483,-0.14493830623700754
05958,0.138471697269183,-0.21953725182757286
05962,0.1157525132138443,-0.24225643588291154
05966,0.3222143603765834,-0.03579458872017244
05970,0.2646325324440992,-0.09337641665265667
05974,0.2204575468457673,-0.13755140225098855
05978,0.2144640587200302,-0.14354489037672566
06411,0.7029266237932227,0.34491767469646684
06412,0.8846874729347357,0.5266785238379799
06413,0.6266855733795537,0.2686766242827978
06414,0.642697362309917,0.2846884132131612
06431,0.4918130472033493,0.13380409810659344
06432,0.5497896497053436,0.19178070060858776
06433,0.5946526218694959,0.23664367277274
06434,0.6756016472227903,0.3175926981260344
06435,0.4908998434970897,0.13289089440033386
06436,0.6767029298913767,0.31869398079462086
06437,0.3317681694385839,-0.026240779658171953
06438,0.5853309598958534,0.22732201079909753
06439,0.5019602352864113,0.14395128618965547
06440,0.5135173636477425,0.15550841455098663
