target_id,year,price,price_se,lprice,lprice_se,target_X,target_Y,outer_radius_used,inner_radius_used,outer_obs_used,inner_obs_used
10115,2007,410242.712655633,50561.7331029259,12.9245042456151,0.116224790615691,797406.274894738,5829285.98361415,6.80909606395213,3.40040391078468,375,31
10115,2008,655082.16515136,23361.7918707517,13.3925159497293,0.0350412067701893,797406.274894738,5829285.98361415,6.80909606395213,3.40040391078468,236,40
10115,2009,456191.925862995,140995.454579507,13.0306688899976,0.269317323218192,797406.274894738,5829285.98361415,6.80909606395213,3.40040391078468,226,26
10115,2010,672725.669677813,56950.7690356495,13.4190929024618,0.0812635777661435,797406.274894738,5829285.98361415,6.80909606395213,3.40040391078468,252,19
10115,2011,505922.653493112,93926.1982182912,13.1341390778763,0.170293910772085,797406.274894738,5829285.98361415,6.80909606395213,3.40040391078468,360,35
10115,2012,585765.930350382,3619.26149520208,13.2806755525011,0.00615967235227028,797406.274894738,5829285.98361415,6.80909606395213,3.40040391078468,545,25
10115,2013,517700.221062833,89601.2255297958,13.1571516298994,0.159628933990033,797406.274894738,5829285.98361415,6.80909606395213,3.40040391078468,364,65
10115,2014,791145.417825495,201925.861327991,13.5812370703406,0.227320651735441,797406.274894738,5829285.98361415,6.80909606395213,3.40040391078468,286,31
10115,2015,601752.78061681,177967.556461902,13.3076019765184,0.259088615648957,797406.274894738,5829285.98361415,6.80909606395213,3.40040391078468,286,16
10115,2016,292641.132414791,50577.1034985631,12.5867023332686,0.15941944686138,797406.274894738,5829285.98361415,6.80909606395213,3.40040391078468,568,34
10115,2017,470951.410058937,24117.2345723045,13.06251020432,0.0499415036388793,797406.274894738,5829285.98361415,6.80909606395213,3.40040391078468,207,62
10115,2018,451160.964450886,190934.326036692,13.0195794604652,0.352912538743356,797406.274894738,5829285.98361415,6.80909606395213,3.40040391078468,291,33
10115,2019,600681.349687135,165874.734204941,13.3058198727237,0.243843270702542,797406.274894738,5829285.98361415,6.80909606395213,3.40040391078468,272,6
10115,2020,989571.328275305,124557.901335542,13.8050271265963,0.118556571181638,797406.274894738,5829285.98361415,6.80909606395213,3.40040391078468,208,6
10115,2021,1346186.37310621,767360.200432941,14.1127862440192,0.451091690941409,797406.274894738,5829285.98361415,6.80909606395213,3.40040391078468,322,42
10115,2022,1512544.69040905,333710.703504253,14.2293040158285,0.199366018545831,797406.274894738,5829285.98361415,6.80909606395213,3.40040391078468,202,29
10117,2007,293101.841708643,144484.412590208,12.5882754102297,0.400753707801146,797708.86579522,5827635.43257512,7.6724326010041,3.88524895047923,293,26
10117,2008,555419.54289584,266985.499914176,13.2274790403007,0.39250926518508,797708.86579522,5827635.43257512,7.6724326010041,3.88524895047923,242,44
10117,2009,378585.474848618,154957.368139132,12.8441971515925,0.343097500413705,797708.86579522,5827635.43257512,7.6724326010041,3.88524895047923,351,30
10117,2010,590707.533614137,103305.037639524,13.28907630692,0.161169046603235,797708.86579522,5827635.43257512,7.6724326010041,3.88524895047923,203,27
10117,2011,507568.650539217,77573.9535242232,13.1373872527481,0.142223611389201,797708.86579522,5827635.43257512,7.6724326010041,3.88524895047923,570,39
10117,2012,555646.298919916,140436.317878143,13.2278872177798,0.225336416788263,797708.86579522,5827635.43257512,7.6724326010041,3.88524895047923,201,39
10117,2013,536854.678490455,171874.027377209,13.1934827195313,0.277745369410277,797708.86579522,5827635.43257512,7.6724326010041,3.88524895047923,376,42
10117,2014,693673.227153097,157765.600965824,13.449756274356,0.204926662006046,797708.86579522,5827635.43257512,7.6724326010041,3.88524895047923,271,21
10117,2015,542027.060358222,256812.860263528,13.2030712060357,0.387844648980182,797708.86579522,5827635.43257512,7.6724326010041,3.88524895047923,372,11
10117,2016,355187.196262097,24143.9915782767,12.780400242891,0.0657647061364249,797708.86579522,5827635.43257512,7.6724326010041,3.88524895047923,286,38
10117,2017,441470.168534682,89634.5471225341,12.9978657283054,0.18484875710389,797708.86579522,5827635.43257512,7.6724326010041,3.88524895047923,203,66
10117,2018,450513.53726051,226938.254371182,13.018143404992,0.407950267949129,797708.86579522,5827635.43257512,7.6724326010041,3.88524895047923,235,6
10117,2019,1073663.45768707,10482.0418904373,13.8865871508364,0.00971552584048092,797708.86579522,5827635.43257512,7.6724326010041,3.88524895047923,281,29
10117,2020,1076252.73660536,139239.565051461,13.8889958774436,0.121663861796111,797708.86579522,5827635.43257512,7.6724326010041,3.88524895047923,555,33
10117,2021,1114516.05279374,348365.834616585,13.9239308352878,0.271988108311398,797708.86579522,5827635.43257512,7.6724326010041,3.88524895047923,281,23
10117,2022,1150559.75385991,349418.943969256,13.9557591244056,0.265202340118762,797708.86579522,5827635.43257512,7.6724326010041,3.88524895047923,280,26
10119,2007,351684.289407695,107567.521403983,12.7704891470284,0.266864799017068,798763.649084621,5829252.65794627,6.48873586206521,2.92720843377839,569,23
10119,2008,513348.62614368,180026.593709134,13.1487104764669,0.300616097966896,798763.649084621,5829252.65794627,6.48873586206521,2.92720843377839,238,20
10119,2009,383222.680695245,108724.309430752,12.8563715109454,0.249754735077938,798763.649084621,5829252.65794627,6.48873586206521,2.92720843377839,385,17
10119,2010,577465.015133988,74970.0330947917,13.2664031396885,0.122063730591373,798763.649084621,5829252.65794627,6.48873586206521,2.92720843377839,383,98
10119,2011,545276.681732209,38312.1742963466,13.2090486177262,0.0679033825004217,798763.649084621,5829252.65794627,6.48873586206521,2.92720843377839,567,30
10119,2012,501434.813526302,106197.344165106,13.1252288949372,0.192096079125426,798763.649084621,5829252.65794627,6.48873586206521,2.92720843377839,307,35
10119,2013,514565.98672379,56295.5138593976,13.1510790801117,0.103822823208693,798763.649084621,5829252.65794627,6.48873586206521,2.92720843377839,253,17
10119,2014,781406.333756087,133163.969582189,13.5688505672218,0.157359052894834,798763.649084621,5829252.65794627,6.48873586206521,2.92720843377839,206,24
10119,2015,669189.584683464,102117.097421853,13.4138226841414,0.142018661175396,798763.649084621,5829252.65794627,6.48873586206521,2.92720843377839,273,40
10119,2016,318801.48271067,6412.39965365728,12.6723238767991,0.0199144676427044,798763.649084621,5829252.65794627,6.48873586206521,2.92720843377839,205,66
10119,2017,504542.972982183,92284.3508141294,13.1314082944985,0.167974816166187,798763.649084621,5829252.65794627,6.48873586206521,2.92720843377839,260,29
10119,2018,496971.466243791,216017.489185851,13.1162878914463,0.36093331754914,798763.649084621,5829252.65794627,6.48873586206521,2.92720843377839,302,33
10119,2019,669474.025520353,270519.185966517,13.4142476465278,0.339380285869813,798763.649084621,5829252.65794627,6.48873586206521,2.92720843377839,359,16
10119,2020,1014924.47459899,270880.596216683,13.8303247584274,0.23657083595934,798763.649084621,5829252.65794627,6.48873586206521,2.92720843377839,202,41
10119,2021,1168155.64753604,294505.180398263,13.9709366933687,0.224831126491711,798763.649084621,5829252.65794627,6.48873586206521,2.92720843377839,225,3
10119,2022,1476501.23384393,359319.460269889,14.2051858158203,0.217816368415054,798763.649084621,5829252.65794627,6.48873586206521,2.92720843377839,266,8
10178,2007,353780.022230766,7714.91000427789,12.7764305928353,0.021572708933799,799168.784984217,5828252.18125981,7.09354911446049,3.10280591497569,396,32
10178,2008,514810.494104768,182135.464445993,13.1515541393152,0.302909013061022,799168.784984217,5828252.18125981,7.09354911446049,3.10280591497569,201,26
10178,2009,425605.255384433,23184.4405836861,12.961267565111,0.0530421087431988,799168.784984217,5828252.18125981,7.09354911446049,3.10280591497569,200,24
10178,2010,557127.628745835,25768.3230094895,13.2305496286507,0.0452143503516488,799168.784984217,5828252.18125981,7.09354911446049,3.10280591497569,382,60
10178,2011,566549.070098655,57611.3827620844,13.2473189754671,0.0968437748254763,799168.784984217,5828252.18125981,7.09354911446049,3.10280591497569,224,35
10178,2012,554297.71495833,78642.3347558477,13.2254572130078,0.132673775440969,799168.784984217,5828252.18125981,7.09354911446049,3.10280591497569,259,62
10178,2013,462015.36459316,84766.9830487701,13.043353426206,0.168452674079788,799168.784984217,5828252.18125981,7.09354911446049,3.10280591497569,336,17
10178,2014,765920.617174729,277201.3591803,13.5488338104213,0.308894864331659,799168.784984217,5828252.18125981,7.09354911446049,3.10280591497569,590,31
